chr22	10638874	10662159	1	1	1	1	0	20
chr22	10663755	10667213	2	2	1	1	1	20
chr22	10672433	10673052	1	1	1	1	1	16
chr22	10676896	10759515	2	2	1	0	2	17
chr22	10765043	10772893	1	1	1	0	1	18
chr22	10765043	10774685	1	1	1	0	1	18
chr22	10775241	10777344	2	2	1	1	0	23
chr22	10950175	10959066	2	2	1	0	1	20
chr22	11024361	11061002	2	2	1	0	1	24
chr22	11035512	11049858	1	1	1	0	1	20
chr22	11035512	11053483	1	1	1	0	1	20
chr22	11035982	11036372	1	1	1	1	1	24
chr22	11054363	11057532	1	1	1	2	1	19
chr22	11123957	11144905	2	2	1	0	1	20
chr22	11142170	11150327	1	1	1	0	2	18
chr22	11289172	11302410	2	2	1	0	1	15
chr22	11459861	11464123	2	2	1	1	0	24
chr22	11478152	11479080	2	2	1	1	0	18
chr22	11576764	11612919	1	1	1	1	0	16
chr22	11580507	11609780	1	1	1	1	0	21
chr22	11627651	11719489	1	1	1	3	0	12
chr22	11712569	11717337	2	2	1	0	1	12
chr22	11830659	11835447	2	2	1	0	1	12
chr22	11842568	11877868	2	2	1	1	0	14
chr22	11931083	11964415	2	2	1	1	0	13
chr22	11964870	12044243	1	1	1	0	2	20
chr22	12077583	12092779	2	2	1	1	0	20
chr22	12080620	12135010	2	2	1	0	2	15
chr22	12095213	12123353	1	1	1	0	1	23
chr22	12106060	12122247	1	1	1	0	1	20
chr22	12156902	12161694	1	1	1	0	1	12
chr22	12175940	12193322	1	1	1	1	0	16
chr22	12192879	12278589	1	1	1	0	3	13
chr22	12286669	12297768	2	2	1	0	3	22
chr22	12331615	12361812	2	2	1	0	1	25
chr22	12418231	12426232	2	2	1	0	1	20
chr22	12418231	12426574	2	2	1	0	1	20
chr22	12567022	12578107	1	1	1	0	3	22
chr22	12604740	12615408	1	1	1	1	1	18
chr22	12624334	12625316	1	1	1	1	0	23
chr22	12641163	12726060	2	2	1	2	0	12
chr22	12720906	12790201	2	2	1	2	0	15
chr22	14643722	14671265	2	2	1	2	0	23
chr22	15158203	15177649	1	1	1	1	0	16
chr22	15161205	15163423	1	1	1	0	1	20
chr22	15161205	15167344	1	1	1	0	1	20
chr22	15226880	15261818	1	3	1	2	0	18
chr22	15229395	15260779	1	1	1	1	1	20
chr22	15285235	15287736	1	1	1	1	0	13
chr22	15295631	15333293	1	1	1	0	1	15
chr22	15325583	15326085	2	4	1	2	0	24
chr22	15325614	15326116	2	2	1	0	2	25
chr22	15325693	15326630	1	1	1	0	2	23
chr22	15325861	15326630	1	1	1	0	1	22
chr22	15326029	15326630	1	1	1	0	2	22
chr22	15326365	15326630	1	1	1	0	5	22
chr22	15326449	15326630	1	1	1	2	8	23
chr22	15326547	15326630	1	1	1	0	3	23
chr22	15352167	15372922	2	2	0	0	1	19
chr22	15352167	15393489	2	2	0	0	1	19
chr22	15354087	15359586	2	2	1	1	0	19
chr22	15355571	15395447	2	2	1	0	1	18
chr22	15367546	15394733	2	2	1	0	1	17
chr22	15367546	15394781	2	2	1	0	1	17
chr22	15380289	15404875	2	2	1	1	0	13
chr22	15382292	15394733	2	2	1	0	1	17
chr22	15382292	15394781	2	2	1	0	1	17
chr22	15400846	15404618	1	1	1	1	0	22
chr22	15416375	15417284	2	2	1	0	1	24
chr22	15416375	15420342	2	2	1	0	1	24
chr22	15497664	15536498	2	2	1	1	1	19
chr22	15553140	15597258	2	2	1	0	1	25
chr22	15608413	15634072	1	1	1	0	2	22
chr22	15614819	15639844	1	1	1	1	0	14
chr22	15792475	15834766	1	1	1	1	0	13
chr22	15797100	15837187	2	2	1	0	1	18
chr22	15838226	15874487	2	2	1	0	1	12
chr22	15912119	15918786	2	2	1	1	0	13
chr22	15912755	15917374	1	5	1	1	0	18
chr22	16195960	16196379	1	1	1	1	0	23
chr22	16196247	16197001	1	1	1	0	2	22
chr22	16196750	16197001	1	1	1	0	5	22
chr22	16196918	16197001	1	1	1	0	3	23
chr22	16203723	16210556	1	1	1	0	1	13
chr22	16410323	16412416	1	1	1	1	0	16
chr22	16432584	16432888	1	1	1	1	0	12
chr22	16437968	16457480	2	2	1	1	0	20
chr22	16449905	16497611	1	1	1	1	0	24
